,tweet_id,text,rating_numerator,rating_denominator,retweet_count,favorite_count,name,dogs_stage,dog_breed,prediction,timestamp,jpg_url
72,666094000022159362,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,9.0,10.0,63,142,None,None,bloodhound,0.195217,2015-11-16,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg
78,666345417576210432,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,10.0,10.0,121,242,None,None,golden_retriever,0.8587440000000001,2015-11-16,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg
73,666099513787052032,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,8.0,10.0,53,134,None,None,Lhasa,0.58233,2015-11-16,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg
74,666102155909144576,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,11.0,10.0,11,66,None,None,English_setter,0.298617,2015-11-16,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg
70,666073100786774016,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,10.0,10.0,130,273,None,None,Walker_hound,0.260857,2015-11-16,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg
77,666337882303524864,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,9.0,10.0,79,168,an,None,Newfoundland,0.278407,2015-11-16,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg
75,666273097616637952,Can take selfies 11/10 https://t.co/ws2AMaNwPW,11.0,10.0,66,151,None,None,Italian_greyhound,0.176053,2015-11-16,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg
100,666050758794694657,This is a truly beautiful English Wilson Staff retriever. Has a nice phone. Privileged. 10/10 would trade lives with https://t.co/fvIbQfHjIe,10.0,10.0,50,115,a,None,Bernese_mountain_dog,0.651137,2015-11-16,https://pbs.twimg.com/media/CT5Jof1WUAEuVxN.jpg
99,666049248165822465,Here we have a 1949 1st generation vulpix. Enjoys sweat tea and Fox News. Cannot be phased. 5/10 https://t.co/4B7cOc1EDq,5.0,10.0,36,88,None,None,miniature_pinscher,0.560311,2015-11-16,https://pbs.twimg.com/media/CT5IQmsXIAAKY4A.jpg
98,666044226329800704,This is a purebred Piers Morgan. Loves to Netflix and chill. Always looks like he forgot to unplug the iron. 6/10 https://t.co/DWnyCjf2mx,6.0,10.0,115,246,a,None,Rhodesian_ridgeback,0.408143,2015-11-16,https://pbs.twimg.com/media/CT5Dr8HUEAA-lEu.jpg
95,666055525042405380,Here is a Siberian heavily armored polar bear mix. Strong owner. 10/10 I would do unspeakable things to pet this dog https://t.co/rdivxLiqEt,10.0,10.0,196,367,a,None,chow,0.692517,2015-11-16,https://pbs.twimg.com/media/CT5N9tpXIAAifs1.jpg
94,666057090499244032,My oh my. This is a rare blond Canadian terrier on wheels. Only $8.98. Rather docile. 9/10 very rare https://t.co/yWBqbrzy8O,9.0,10.0,111,247,a,None,golden_retriever,0.00795896,2015-11-16,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg
86,666428276349472768,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,7.0,10.0,67,139,None,None,Pembroke,0.371361,2015-11-17,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg
93,666649482315059201,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,4.0,10.0,523,992,None,None,Border_collie,0.4478029999999999,2015-11-17,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg
92,666644823164719104,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,9.0,10.0,68,207,Jimothy,None,Ibizan_hound,0.0443334,2015-11-17,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg
85,666421158376562688,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,12.0,10.0,90,272,None,None,Blenheim_spaniel,0.906777,2015-11-17,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg
91,666454714377183233,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,10.0,10.0,179,447,Kreggory,None,dalmatian,0.278954,2015-11-17,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg
65,666691418707132416,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,8.0,10.0,41,160,Christoper,None,German_shepherd,0.975401,2015-11-17,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg
64,666739327293083650,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,10.0,10.0,59,207,Lugan,None,miniature_poodle,0.546933,2015-11-17,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg
90,666447344410484738,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,9.0,10.0,19,90,Scout,None,curly-coated_retriever,0.322084,2015-11-17,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg
89,666437273139982337,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,7.0,10.0,40,106,None,None,Chihuahua,0.6718529999999999,2015-11-17,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg
88,666435652385423360,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",10.0,10.0,41,137,None,None,Chesapeake_Bay_retriever,0.18413,2015-11-17,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg
87,666430724426358785,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,6.0,10.0,159,276,None,None,Irish_terrier,0.104109,2015-11-17,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg
83,666407126856765440,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,7.0,10.0,30,93,a,None,black-and-tan_coonhound,0.529139,2015-11-17,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg
67,666701168228331520,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,8.0,10.0,181,371,a,None,Labrador_retriever,0.887707,2015-11-17,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg
84,666418789513326592,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,10.0,10.0,39,107,Walter,None,toy_terrier,0.14968,2015-11-17,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg
24,666781792255496192,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10.0,10.0,168,324,a,None,Italian_greyhound,0.618316,2015-11-18,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg
33,667073648344346624,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10.0,10.0,103,351,Dave,None,Chihuahua,0.4836819999999999,2015-11-18,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg
31,667062181243039745,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10.0,10.0,45,192,Keet,None,Chesapeake_Bay_retriever,0.825678,2015-11-18,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg
30,667044094246576128,12/10 gimme now https://t.co/QZAnwgnOMB,12.0,10.0,43,162,None,None,golden_retriever,0.765266,2015-11-18,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg
29,666996132027977728,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10.0,10.0,78,213,Carll,None,Rottweiler,0.0624899,2015-11-18,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg
28,666835007768551424,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10.0,10.0,65,183,None,None,Airedale,0.448459,2015-11-18,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg
27,666826780179869698,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12.0,10.0,78,218,None,None,Maltese_dog,0.359383,2015-11-18,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg
26,666817836334096384,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9.0,10.0,209,442,Jeph,None,miniature_schnauzer,0.496953,2015-11-18,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg
25,666804364988780544,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8.0,10.0,78,206,Jockson,None,English_setter,0.328792,2015-11-18,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg
47,667090893657276420,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7.0,10.0,105,286,Clybe,None,Chihuahua,0.959514,2015-11-18,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg
34,667119796878725120,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10.0,10.0,105,284,Gabe,None,Pembroke,0.741563,2015-11-18,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg
48,666776908487630848,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,5.0,10.0,148,303,Josep,None,miniature_pinscher,0.167175,2015-11-18,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg
0,667453023279554560,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,11.0,10.0,73,279,Cupcake,None,Labrador_retriever,0.8256700000000001,2015-11-19,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg
11,667435689202614272,Ermergerd 12/10 https://t.co/PQni2sjPsm,12.0,10.0,76,267,None,None,Rottweiler,0.999091,2015-11-19,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg
43,667182792070062081,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10.0,10.0,5250,12496,Timison,None,golden_retriever,0.949892,2015-11-19,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg
44,667192066997374976,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12.0,10.0,86,332,None,None,Rottweiler,0.28364,2015-11-19,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg
40,667174963120574464,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9.0,10.0,69,218,Clarence,None,toy_poodle,0.266437,2015-11-19,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg
45,667200525029539841,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11.0,10.0,227,542,Joshwa,None,Siberian_husky,0.694904,2015-11-19,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg
46,667211855547486208,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9.0,10.0,209,425,Genevieve,None,golden_retriever,0.462556,2015-11-19,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg
39,667171260800061440,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10.0,10.0,71,186,Kenneth,None,giant_schnauzer,0.8412649999999999,2015-11-19,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg
38,667165590075940865,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10.0,10.0,964,2373,Churlie,None,miniature_pinscher,0.140173,2015-11-19,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg
37,667160273090932737,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11.0,10.0,50,218,Bradlay,None,golden_retriever,0.471351,2015-11-19,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg
42,667177989038297088,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8.0,10.0,48,164,a,None,vizsla,0.2592489999999999,2015-11-19,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg
36,667152164079423490,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12.0,10.0,14563,42135,Pipsy,None,toy_poodle,0.535411,2015-11-19,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg
35,667138269671505920,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10.0,10.0,1860,3998,None,None,West_Highland_white_terrier,0.747713,2015-11-19,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg
32,667393430834667520,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8.0,10.0,50,168,Fwed,None,papillon,0.557009,2015-11-19,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg
23,667405339315146752,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7.0,10.0,194,410,Biden,None,Saint_Bernard,0.381377,2015-11-19,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg
3,667491009379606528,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,7.0,10.0,189,456,None,None,borzoi,0.852088,2015-11-19,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg
2,667470559035432960,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,11.0,10.0,85,225,a,None,toy_poodle,0.304175,2015-11-19,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg
1,667455448082227200,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,7.0,10.0,53,171,Reese,None,Tibetan_terrier,0.676376,2015-11-19,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg
41,667176164155375616,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4.0,10.0,385,524,None,None,soft-coated_wheaten_terrier,0.318981,2015-11-19,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg
16,667801013445750784,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12.0,10.0,81,282,None,None,flat-coated_retriever,0.508392,2015-11-20,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg
21,667546741521195010,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9.0,10.0,106,303,George,None,toy_poodle,0.787424,2015-11-20,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg
15,667793409583771648,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8.0,10.0,286,605,None,None,dalmatian,0.5350729999999999,2015-11-20,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg
14,667773195014021121,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8.0,10.0,44,203,a,None,West_Highland_white_terrier,0.360465,2015-11-20,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg
13,667728196545200128,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11.0,10.0,126,323,Olive,None,kuvasz,0.360159,2015-11-20,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg
12,667544320556335104,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10.0,10.0,456,760,Kial,None,Pomeranian,0.412893,2015-11-20,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg
10,667538891197542400,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",9.0,10.0,58,175,a,None,Yorkshire_terrier,0.618957,2015-11-20,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg
9,667534815156183040,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",8.0,10.0,443,716,Frank,None,Pembroke,0.435254,2015-11-20,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg
8,667530908589760512,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10.0,10.0,206,409,Naphaniel,None,golden_retriever,0.633037,2015-11-20,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg
7,667524857454854144,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,12.0,10.0,963,1496,None,None,Chesapeake_Bay_retriever,0.0881223999999999,2015-11-20,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg
6,667517642048163840,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,8.0,10.0,165,331,Dook,None,Italian_greyhound,0.125176,2015-11-20,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg
5,667502640335572993,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,11.0,10.0,193,485,Hall,None,Labrador_retriever,0.996709,2015-11-20,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg
4,667495797102141441,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,9.0,10.0,231,457,Philippe,None,Chihuahua,0.143957,2015-11-20,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg
17,667806454573760512,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10.0,10.0,416,926,Filup,None,Chihuahua,0.187155,2015-11-20,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg
18,667832474953625600,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12.0,10.0,54,255,None,None,miniature_pinscher,0.2142,2015-11-20,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg
49,667886921285246976,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11.0,10.0,906,1643,Erik,None,Pomeranian,0.8004319999999999,2015-11-21,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg
50,667902449697558528,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9.0,10.0,334,755,Cleopatricia,None,Norwegian_elkhound,0.298881,2015-11-21,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg
20,667878741721415682,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2.0,10.0,101,347,Tedrick,None,miniature_pinscher,0.106003,2015-11-21,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg
19,667861340749471744,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9.0,10.0,69,222,a,None,malamute,0.967275,2015-11-21,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg
52,667924896115245057,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9.0,10.0,95,264,Jiminy,None,Labrador_retriever,0.209051,2015-11-21,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg
53,668113020489474048,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6.0,10.0,207,580,Alfie,None,Pembroke,0.548896,2015-11-21,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg
55,668190681446379520,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12.0,10.0,171,574,Skittles,None,Blenheim_spaniel,0.958402,2015-11-21,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg
56,668204964695683073,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8.0,10.0,171,487,Ron,None,Labrador_retriever,0.65518,2015-11-21,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg
54,668171859951755264,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7.0,10.0,161,424,a,None,Chihuahua,0.664834,2015-11-21,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg
22,667885044254572545,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10.0,10.0,398,729,Stu,None,malamute,0.0885297,2015-11-21,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg
51,667915453470232577,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10.0,10.0,46,184,Otis,None,boxer,0.196655,2015-11-21,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg
61,668268907921326080,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10.0,10.0,205,483,None,None,Pembroke,0.48483,2015-11-22,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg
612,668567822092664832,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3,11.0,10.0,46,206,Marvin,None,Shih-Tzu,0.985649,2015-11-22,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg
611,668542336805281792,There's a lot going on here but in my honest opinion every dog pictured is pretty fabulous. 10/10 for all. Good dogs https://t.co/VvYVbsi6c3,10.0,10.0,181,403,None,None,American_Staffordshire_terrier,0.2676949999999999,2015-11-22,https://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg
610,668537837512433665,This is Spark. He's nervous. Other dog hasn't moved in a while. Won't come when called. Doesn't fetch well 8/10&amp;1/10 https://t.co/stEodX9Aba,8.0,10.0,61,226,Spark,None,Lakeland_terrier,0.372988,2015-11-22,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg
